,Name,Date,Pattern,Closing Price,High after 1 day,High after 2 days,High after 3 days,High after 4 days,High after 5 days,High after 6 days,High after 7 days,High after 8 days,High after 9 days,High after 10 days,High after 15 days,High after 20 days,High after 25 days,High after 30 days,Up/down after 1 day,Up/down after 2 day,Up/down after 3 day,Up/down after 4 day,Up/down after 5 day,Up/down after 6 day,Up/down after 7 day,Up/down after 8 day,Up/down after 9 day,Up/down after 10 day,Up/down after 15 day,Up/down after 20 day,Up/down after 25 day,Up/down after 30 day,% change after 1 days,% change after 2 days,% change after 3 days,% change after 4 days,% change after 5 days,% change after 6 days,% change after 7 days,% change after 8 days,% change after 9 days,% change after 10 days,% change after 15 days,% change after 20 days,% change after 25 days,% change after 30 days
307,AbbVie Inc,2019-07-02,engulfing_bullish,74.23000336,74.97000122,74.79000092,73,72.44999695,71.73999786,72.40000153,70.30000305,71.01999664,70.30000305,69.86000061,67.88999939,67.37999725,64.90000153,64.98999786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.00%,0.75%,-1.66%,-2.40%,-3.35%,-2.47%,-5.29%,-4.32%,-5.29%,-5.89%,-8.54%,-9.23%,-12.57%,-12.45%
308,AbbVie Inc,2020-08-26,engulfing_bullish,94.34999847,95.05999756,94.65000153,96.01000214,95.91999817,94.23999786,94.30999756,93.12999725,91.86000061,92.43000031,91.41000366,90.80999756,87,88.16999817,88.58000183,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.75%,0.32%,1.76%,1.66%,-0.12%,-0.04%,-1.29%,-2.64%,-2.04%,-3.12%,-3.75%,-7.79%,-6.55%,-6.12%
309,AbbVie Inc,2020-08-31,engulfing_bullish,95.76999664,95.91999817,94.23999786,94.30999756,93.12999725,91.86000061,92.43000031,91.41000366,90.33999634,91.26000214,91.98000336,88.94999695,87.27999878,88.05999756,88.80000305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16%,-1.60%,-1.52%,-2.76%,-4.08%,-3.49%,-4.55%,-5.67%,-4.71%,-3.96%,-7.12%,-8.87%,-8.05%,-7.28%
310,AbbVie Inc,2021-10-14,engulfing_bullish,108.9100037,109.9599991,108.9899979,108.0699997,109.1100006,108.9499969,109.2200012,109.1399994,109.5800018,109.7200012,109.9000015,109.9000015,109.9000015,109.9000015,109.9000015,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.96%,0.07%,-0.77%,0.18%,0.04%,0.29%,0.21%,0.62%,0.74%,0.91%,0.91%,0.91%,0.91%,0.91%
311,Merck and Co Inc,2015-03-18,engulfing_bullish,55.00954056,55.66793823,56.16412354,56.4312973,56.96564865,56.97518921,55.53435135,55.56297684,55.85877991,55.63931274,54.69465637,55.08587646,55.71564865,55.20038223,57.38549423,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.20%,2.10%,2.59%,3.56%,3.57%,0.95%,1.01%,1.54%,1.15%,-0.57%,0.14%,1.28%,0.35%,4.32%
312,Merck and Co Inc,2015-08-12,engulfing_bullish,55.59160233,56.72710037,56.84160233,57.01335907,57.20419693,57.3187027,55.86832047,54.99045944,51.90839767,52.87213516,52.10877991,50.83015442,50.76335907,52.00381851,48.53053284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.04%,2.25%,2.56%,2.90%,3.11%,0.50%,-1.08%,-6.63%,-4.89%,-6.27%,-8.57%,-8.69%,-6.45%,-12.70%
313,Merck and Co Inc,2016-02-09,engulfing_bullish,46.90839767,48.1011467,47.12786484,46.86068726,47.70038223,48.33015442,48.65457916,48.09160233,48.45419693,48.60686874,48.30152512,50.03816986,50.467556,49.91412354,51.1450386,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2.54%,0.47%,-0.10%,1.69%,3.03%,3.72%,2.52%,3.30%,3.62%,2.97%,6.67%,7.59%,6.41%,9.03%
314,Merck and Co Inc,2016-02-24,engulfing_bullish,48.24427414,48.66412354,48.78816986,48.50190735,49.56106949,50.03816986,49.92366409,49.8950386,50.50572586,50.50572586,50.467556,49.91412354,51.1450386,51.03053284,53.22518921,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87%,1.13%,0.53%,2.73%,3.72%,3.48%,3.42%,4.69%,4.69%,4.61%,3.46%,6.01%,5.78%,10.32%
315,Merck and Co Inc,2017-03-31,engulfing_bullish,60.62977219,60.79198456,60.84923553,61.21183014,61.04007721,60.42938995,60.42938995,59.88549423,60.31488419,60.11450577,59.96183014,59.65649033,59.6374054,61.55534363,60.68702316,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.27%,0.36%,0.96%,0.68%,-0.33%,-0.33%,-1.23%,-0.52%,-0.85%,-1.10%,-1.61%,-1.64%,1.53%,0.09%
316,Merck and Co Inc,2017-04-19,engulfing_bullish,59.77099228,59.87595367,59.76145172,59.65649033,60.04771042,60,60.02862549,59.78053284,59.6374054,60.34350967,60.75381851,61.02099228,60.86832047,62.2137413,62.27099228,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0.18%,-0.02%,-0.19%,0.46%,0.38%,0.43%,0.02%,-0.22%,0.96%,1.64%,2.09%,1.84%,4.09%,4.18%
317,Merck and Co Inc,2017-08-21,engulfing_bullish,59.13167953,59.6374054,59.73282242,60.02862549,60.39122009,60.55343628,60.31488419,60.27671814,60.99236679,61.16412354,61.17366409,62.61450577,63.12977219,62.32824326,61.62213516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.86%,1.02%,1.52%,2.13%,2.40%,2.00%,1.94%,3.15%,3.44%,3.45%,5.89%,6.76%,5.41%,4.21%
318,Merck and Co Inc,2017-11-03,engulfing_bullish,53.49236679,53.60686874,53.61641312,54.12213516,54.06488419,53.71183014,52.97710037,52.65267181,52.57633591,52.83396912,52.89122009,52.09923553,54.1125946,54.04580307,54.09350967,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0.21%,0.23%,1.18%,1.07%,0.41%,-0.96%,-1.57%,-1.71%,-1.23%,-1.12%,-2.60%,1.16%,1.04%,1.12%
319,Merck and Co Inc,2017-11-08,engulfing_bullish,53.98854828,54.06488419,53.71183014,52.97710037,52.65267181,52.57633591,52.83396912,52.89122009,51.8988533,52.33778763,52.07061005,53.33015442,53.282444,54.14122009,54.19847488,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.14%,-0.51%,-1.87%,-2.47%,-2.62%,-2.14%,-2.03%,-3.87%,-3.06%,-3.55%,-1.22%,-1.31%,0.28%,0.39%
320,Merck and Co Inc,2017-12-21,engulfing_bullish,54.00763321,54.22710037,54.00763321,54.0362587,54.19847488,54.37977219,54.15076447,53.68320465,54.79007721,54.76145172,54.62786484,60.85877991,59.28435135,58.44465637,54.16984558,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.41%,0.00%,0.05%,0.35%,0.69%,0.27%,-0.60%,1.45%,1.40%,1.15%,12.69%,9.77%,8.22%,0.30%
321,Merck and Co Inc,2017-12-28,engulfing_bullish,54.00763321,54.37977219,54.15076447,53.68320465,54.79007721,54.76145172,54.62786484,54.48473358,54.74236679,54.97137451,56.11641312,58.62595367,59.29389191,56.25,53.33015442,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.69%,0.27%,-0.60%,1.45%,1.40%,1.15%,0.88%,1.36%,1.78%,3.91%,8.55%,9.79%,4.15%,-1.25%
322,Merck and Co Inc,2018-03-02,engulfing_bullish,51.87022781,52.20419693,52.20419693,52.08015442,52.30915833,52.66221237,53.55915833,53.19656372,52.89122009,53.1774826,53.29198456,52.20419693,52.14694595,54.79007721,56.5362587,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.64%,0.64%,0.41%,0.85%,1.53%,3.26%,2.56%,1.97%,2.52%,2.74%,0.64%,0.53%,5.63%,9.00%
323,Merck and Co Inc,2019-01-15,engulfing_bullish,71.08778381,72.29962158,72.29962158,72.83396912,72.70992279,72.24236298,71.71755981,70.45801544,69.72328186,70.30534363,70.42938995,74.16030121,75.54389191,76.36450195,78.01526642,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1.71%,1.71%,2.46%,2.28%,1.62%,0.89%,-0.89%,-1.92%,-1.10%,-0.93%,4.32%,6.27%,7.42%,9.75%
324,Merck and Co Inc,2019-01-31,engulfing_bullish,71.02098846,73.94084167,73.36832428,74.79007721,74.16030121,73.59732819,73.98854828,74.27481079,75.314888,75.54389191,75.90648651,77.15648651,78.1774826,76.90839386,78.15839386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.11%,3.31%,5.31%,4.42%,3.63%,4.18%,4.58%,6.05%,6.37%,6.88%,8.64%,10.08%,8.29%,10.05%
325,Merck and Co Inc,2019-05-09,engulfing_bullish,74.74236298,74.74236298,73.97901154,74.5038147,74.31298065,76.23091888,75.44847107,75.63931274,76.07824707,77.43320465,77.47137451,76.25954437,79.08396912,79.55152893,80.8874054,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.00%,-1.02%,-0.32%,-0.57%,1.99%,0.95%,1.20%,1.79%,3.60%,3.65%,2.03%,5.81%,6.43%,8.22%
326,Merck and Co Inc,2020-03-20,engulfing_bullish,68.09160614,68.33015442,66.55534363,67.15648651,70.78244019,70.06679535,74.03626251,74.04579926,72.01335907,73.58778381,73.89312744,78.69274902,80.27671814,80.79198456,74.45610809,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.35%,-2.26%,-1.37%,3.95%,2.90%,8.73%,8.74%,5.76%,8.07%,8.52%,15.57%,17.90%,18.65%,9.35%
327,Merck and Co Inc,2020-03-26,engulfing_bullish,70.16221619,70.06679535,74.03626251,74.04579926,72.01335907,73.58778381,73.89312744,77.14694977,78.21565247,79.19847107,79.47518921,80.30534363,78.33969879,75.24809265,73.435112,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.14%,5.52%,5.54%,2.64%,4.88%,5.32%,9.96%,11.48%,12.88%,13.27%,14.46%,11.66%,7.25%,4.67%
328,Merck and Co Inc,2021-08-12,engulfing_bullish,76.04000092,76.76999664,78.01000214,79.05999756,79.06999969,79.13999939,79.19999695,79.23000336,78.26999664,77.80999756,77.31999969,77.13999939,74.20999908,72,74.62999725,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.96%,2.59%,3.97%,3.99%,4.08%,4.16%,4.20%,2.93%,2.33%,1.68%,1.45%,-2.41%,-5.31%,-1.85%
329,Novartis,2015-09-02,engulfing_bullish,85.66307831,86.3888855,85.13440704,86.40680695,87.91218567,86.89067841,86.55017853,85.89605713,86.46953583,87.74193573,88.66487122,82.83154297,82.81362152,83.0734787,84.11289978,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.85%,-0.62%,0.87%,2.63%,1.43%,1.04%,0.27%,0.94%,2.43%,3.50%,-3.31%,-3.33%,-3.02%,-1.81%
330,Novartis,2015-09-11,engulfing_bullish,86.51433563,85.89605713,86.46953583,87.74193573,88.66487122,87.69713593,87.48207855,83.91577148,83.40502167,82.83154297,84.24731445,83.57527161,82.93907166,85.22401428,83.85305023,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.72%,-0.05%,1.42%,2.49%,1.37%,1.12%,-3.00%,-3.59%,-4.26%,-2.62%,-3.40%,-4.13%,-1.49%,-3.08%
331,Novartis,2015-10-02,engulfing_bullish,83.57527161,84.67742157,84.65950012,83.01971436,83.0734787,82.93907166,82.94802856,82.65232849,82.82257843,84.11289978,85.22401428,83.85305023,81.98925018,80.6989212,77.69713593,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1.32%,1.30%,-0.67%,-0.60%,-0.76%,-0.75%,-1.10%,-0.90%,0.64%,1.97%,0.33%,-1.90%,-3.44%,-7.03%
332,Novartis,2015-10-22,engulfing_bullish,82.82257843,83.85305023,83.33333588,81.60394287,82.32975006,81.72042847,81.98925018,81.67562866,81.03942871,81.36200714,81.51433563,78.75447845,79.86559296,77.71505737,77.35662842,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.24%,0.62%,-1.47%,-0.60%,-1.33%,-1.01%,-1.39%,-2.15%,-1.76%,-1.58%,-4.91%,-3.57%,-6.17%,-6.60%
333,Novartis,2016-01-29,engulfing_bullish,69.86559296,69.52509308,68.39605713,68.55735016,67.77777863,67.27598572,65.83333588,65.60035706,66.41577148,65.0358429,65.19713593,66.72042847,64.56989288,65.20609283,66.48745728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49%,-2.10%,-1.87%,-2.99%,-3.71%,-5.77%,-6.11%,-4.94%,-6.91%,-6.68%,-4.50%,-7.58%,-6.67%,-4.84%
334,Novartis,2017-04-04,engulfing_bullish,66.99820709,66.8817215,66.42472839,66.33512878,66.18279266,66.43369293,66.47849274,66.02150726,65.87813568,65.59140015,65.63619995,68.68279266,69.74014282,70.68100739,72.98387146,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.17%,-0.86%,-0.99%,-1.22%,-0.84%,-0.78%,-1.46%,-1.67%,-2.10%,-2.03%,2.51%,4.09%,5.50%,8.93%
335,Novartis,2017-08-29,engulfing_bullish,74.92831421,74.3817215,75.77060699,75.62724304,75.14337158,75.51074982,76.57706451,76.8010788,76.82795715,77.09677124,77.07884979,77.42831421,75.82437134,77.5447998,77.58960724,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.73%,1.12%,0.93%,0.29%,0.78%,2.20%,2.50%,2.54%,2.89%,2.87%,3.34%,1.20%,3.49%,3.55%
336,Novartis,2018-04-04,engulfing_bullish,72.48207855,73.10035706,73.10035706,73.2347641,73.85305023,73.0734787,73.25268555,72.82257843,73.02867126,73.44982147,73.35125732,68.60214996,68.70071411,69.50717163,69.93727875,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.85%,0.85%,1.04%,1.89%,0.82%,1.06%,0.47%,0.75%,1.34%,1.20%,-5.35%,-5.22%,-4.10%,-3.51%
337,Novartis,2018-05-04,engulfing_bullish,68.71863556,69.41756439,69.50717163,69.50717163,69.50717163,69.62365723,70.40322876,69.79390717,69.93727875,69.37275696,69.3817215,68.84408569,68.1182785,68.12724304,66.57706451,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1.02%,1.15%,1.15%,1.15%,1.32%,2.45%,1.57%,1.77%,0.95%,0.97%,0.18%,-0.87%,-0.86%,-3.12%
338,Johnson & Johnson,2015-03-18,engulfing_bullish,101.4599991,101.9599991,102.9000015,103.3499985,103.2300034,102.5,100.8099976,100.9499969,101.8600006,101.4899979,100.4599991,101.6500015,100.3199997,100.8199997,100.1500015,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0.49%,1.42%,1.86%,1.75%,1.03%,-0.64%,-0.50%,0.39%,0.03%,-0.99%,0.19%,-1.12%,-0.63%,-1.29%
339,Johnson & Johnson,2015-08-14,engulfing_bullish,98.80999756,99.87999725,99.68000031,99.98999786,100.1200027,98.51999664,95.20999908,95.69999695,95.22000122,96.40000153,96.29000092,91.87999725,93.91000366,94.59999847,92.06999969,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.08%,0.88%,1.19%,1.33%,-0.29%,-3.64%,-3.15%,-3.63%,-2.44%,-2.55%,-7.01%,-4.96%,-4.26%,-6.82%
340,Johnson & Johnson,2015-10-02,engulfing_bullish,93.93000031,94.81999969,94.66000366,95.41999817,95.19999695,95.95999908,96.47000122,96.23000336,95.95999908,97.34999847,98.30999756,100.8799973,102.1200027,101.9199982,100.9400024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95%,0.78%,1.59%,1.35%,2.16%,2.70%,2.45%,2.16%,3.64%,4.66%,7.40%,8.72%,8.51%,7.46%
341,Johnson & Johnson,2016-09-21,engulfing_bullish,118.9100037,119.8399963,119.5999985,118.6399994,119.2200012,119.5199966,119.2699966,118.6200027,119.0100021,119.4800034,119.4400024,118.4300003,115.8899994,115.2200012,115.7600021,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0.78%,0.58%,-0.23%,0.26%,0.51%,0.30%,-0.24%,0.08%,0.48%,0.45%,-0.40%,-2.54%,-3.10%,-2.65%
342,Johnson & Johnson,2017-05-11,engulfing_bullish,123.1999969,124.0999985,127.3600006,128.3699951,127.8899994,127.8700027,127.3899994,127.6500015,128.1499939,128,127.6200027,130.1399994,131.6999969,134.6000061,136.5099945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.73%,3.38%,4.20%,3.81%,3.79%,3.40%,3.61%,4.02%,3.90%,3.59%,5.63%,6.90%,9.25%,10.80%
343,Johnson & Johnson,2018-05-04,engulfing_bullish,124.1900024,125.2399979,123.4899979,124.0500031,126.0500031,127.5999985,127.6100006,125.8300018,125.9000015,125.5899963,124.4400024,122.8000031,122.3700027,124.3399963,121.8099976,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0.85%,-0.56%,-0.11%,1.50%,2.75%,2.75%,1.32%,1.38%,1.13%,0.20%,-1.12%,-1.47%,0.12%,-1.92%
344,Johnson & Johnson,2018-06-19,engulfing_bullish,122.5699997,122.6600037,122.2399979,123.3799973,123.4300003,122.8899994,122.9700012,122.4100037,123.1800003,121.7300034,123.4599991,127.4400024,129.0500031,129.2299957,132.9600067,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.07%,-0.27%,0.66%,0.70%,0.26%,0.33%,-0.13%,0.50%,-0.69%,0.73%,3.97%,5.29%,5.43%,8.48%
345,Apple,2015-11-16,piercing,28.54500008,28.76250076,29.37249947,29.9375,29.97999954,29.93250084,29.83749962,29.80750084,29.60250092,29.85250092,29.70249939,29.64999962,28.20000076,26.93000031,27.17499924,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.76%,2.90%,4.88%,5.03%,4.86%,4.53%,4.42%,3.71%,4.58%,4.06%,3.87%,-1.21%,-5.66%,-4.80%
346,Apple,2016-02-24,piercing,24.02499962,24.19000053,24.50499916,24.55750084,25.19249916,25.22249985,25.42749977,25.9375,25.70750046,25.44000053,25.39500046,26.57749939,26.76749992,27.47500038,27.60499954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.69%,2.00%,2.22%,4.86%,4.98%,5.84%,7.96%,7.00%,5.89%,5.70%,10.62%,11.42%,14.36%,14.90%
347,Apple,2016-06-16,piercing,24.38750076,24.16250038,24.14249992,24.08749962,24.22249985,24.07250023,23.66500092,23.26250076,23.41500092,23.63750076,23.94249916,24.22249985,24.82500076,24.82500076,26.13750076,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.92%,-1.01%,-1.23%,-0.68%,-1.29%,-2.96%,-4.61%,-3.99%,-3.08%,-1.83%,-0.68%,1.79%,1.79%,7.18%
348,Apple,2016-06-21,piercing,23.97750092,24.22249985,24.07250023,23.66500092,23.26250076,23.41500092,23.63750076,23.94249916,24.11750031,23.85000038,23.91500092,24.41749954,25.11499977,26.08749962,26.45999908,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1.02%,0.40%,-1.30%,-2.98%,-2.35%,-1.42%,-0.15%,0.58%,-0.53%,-0.26%,1.84%,4.74%,8.80%,10.35%
349,Apple,2020-09-21,piercing,110.0800018,112.8600006,112.1100006,110.25,112.4400024,115.3199997,115.3099976,117.2600021,117.7200012,115.3700027,116.6500015,125.1800003,120.4199982,116.5500031,110.6800003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.53%,1.84%,0.15%,2.14%,4.76%,4.75%,6.52%,6.94%,4.81%,5.97%,13.72%,9.39%,5.88%,0.55%
350,Google,2018-02-06,piercing,1084.430054,1086.530029,1063.930054,1051.719971,1065.569946,1061.219971,1075.469971,1094.099976,1108.310059,1116.290039,1136.199951,1127.650024,1116.199951,1159.76001,1108.699951,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.19%,-1.89%,-3.02%,-1.74%,-2.14%,-0.83%,0.89%,2.20%,2.94%,4.77%,3.99%,2.93%,6.95%,2.24%
351,Google,2019-07-09,piercing,1124.290039,1142.339966,1153.23999,1147.5,1150.680054,1158.579956,1158.439941,1148.170044,1151.579956,1140.02002,1148.859985,1236.910034,1181.400024,1205.430054,1198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.61%,2.58%,2.06%,2.35%,3.05%,3.04%,2.12%,2.43%,1.40%,2.19%,10.02%,5.08%,7.22%,6.56%
352,Google,2020-02-28,piercing,1339.25,1387.469971,1408.189941,1382.780029,1353.630005,1302.75,1252.72998,1275.849976,1256.930054,1188.75,1214.400024,1138.47998,1151.050049,1118.790039,1214.52002,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.60%,5.15%,3.25%,1.07%,-2.73%,-6.46%,-4.73%,-6.15%,-11.24%,-9.32%,-14.99%,-14.05%,-16.46%,-9.31%
353,Amazon,2016-02-19,piercing,534.9000244,560.6500244,556.9099731,554.2700195,559.3900146,562.5,564.8099976,579.25,585,579.8699951,581.4000244,570.0599976,562.3300171,584.75,599.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.81%,4.12%,3.62%,4.58%,5.16%,5.59%,8.29%,9.37%,8.41%,8.69%,6.57%,5.13%,9.32%,12.08%
354,Microsoft,2018-06-28,piercing,98.62999725,99.91000366,100.0599976,100.6299973,99.91999817,101.4300003,102.25,102.5100021,102.3399963,104.4100037,105.5999985,108.1999969,110.1800003,108.0500031,109.6900024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.30%,1.45%,2.03%,1.31%,2.84%,3.67%,3.93%,3.76%,5.86%,7.07%,9.70%,11.71%,9.55%,11.21%
355,Microsoft,2020-02-28,piercing,162.0099945,172.9199982,175,170.6999969,170.8699951,163.1100006,157.75,161.0299988,157.6999969,153.4700012,161.9100037,147.1000061,154.8899994,157.3800049,165.5700073,1,1,1,1,1,0,0,0,0,0,0,0,0,1,6.73%,8.02%,5.36%,5.47%,0.68%,-2.63%,-0.61%,-2.66%,-5.27%,-0.06%,-9.20%,-4.40%,-2.86%,2.20%
356,McDonalds,2018-12-26,piercing,174.0299988,175.7100067,177.5,177.8000031,176.3000031,176.4499969,179.1999969,181.8800049,182.2899933,180.8999939,181.8800049,181.1100006,189.4199982,180.4900055,175.4700012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97%,1.99%,2.17%,1.30%,1.39%,2.97%,4.51%,4.75%,3.95%,4.51%,4.07%,8.84%,3.71%,0.83%
357,McDonalds,2020-05-14,piercing,175.4100037,174.7100067,181.1499939,181.4600067,184.6000061,185.4799957,185.3500061,190.6600037,188.75,190.4799957,188.6999969,200.1499939,191.6699982,192.3600006,182.8099976,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.40%,3.27%,3.45%,5.24%,5.74%,5.67%,8.69%,7.61%,8.59%,7.58%,14.10%,9.27%,9.66%,4.22%
358,Tim Hortons,2016-10-06,piercing,43.88000107,44.5,44.90999985,44.79000092,44.47000122,43.84999847,44.47999954,44.11000061,45.00999832,46.09999847,46.18999863,43.56999969,45.25999832,46.5,46.04000092,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1.41%,2.35%,2.07%,1.35%,-0.07%,1.37%,0.52%,2.58%,5.06%,5.26%,-0.71%,3.15%,5.97%,4.92%
359,Tim Hortons,2018-02-06,piercing,58.11999893,59.56999969,59.13999939,57.04999924,61.16999817,59.52299881,58.47000122,58.375,59.27000046,61.25999832,59.77000046,59.59000015,58.13000107,58.29999924,58.90999985,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2.50%,1.76%,-1.84%,5.25%,2.41%,0.60%,0.44%,1.98%,5.40%,2.84%,2.53%,0.02%,0.31%,1.36%
360,Tim Hortons,2018-09-06,piercing,56.81999969,56.79999924,57.08000183,58.25,59,59.31999969,58.65000153,58.59999847,59.33000183,59.83000183,60.88999939,59.43000031,57.79999924,57.06000137,57.52000046,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.04%,0.46%,2.52%,3.84%,4.40%,3.22%,3.13%,4.42%,5.30%,7.16%,4.59%,1.73%,0.42%,1.23%
361,Tim Hortons,2020-01-13,piercing,62.81000137,63.38999939,63.29999924,63.63999939,64.27999878,65.83000183,65.73999786,65.33000183,65.44000244,63.84999847,64,61.79999924,66.5,66.5,63.61999893,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.92%,0.78%,1.32%,2.34%,4.81%,4.67%,4.01%,4.19%,1.66%,1.90%,-1.61%,5.88%,5.88%,1.29%
362,Wendys,2017-03-22,piercing,13.39999962,13.63000011,13.52000046,13.38000011,13.5,13.60999966,13.69999981,13.67000008,13.63000011,13.52999973,13.81000042,13.77999973,14.01000023,14.93000031,15.03999996,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.72%,0.90%,-0.15%,0.75%,1.57%,2.24%,2.02%,1.72%,0.97%,3.06%,2.84%,4.55%,11.42%,12.24%
363,Wendys,2017-08-18,piercing,15.18999958,15.22000027,15.22000027,15.22000027,15.14999962,15.02000046,15.02000046,15,14.85000038,14.98999977,14.97999954,14.89999962,15.93000031,15.13000011,15.5,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0.20%,0.20%,0.20%,-0.26%,-1.12%,-1.12%,-1.25%,-2.24%,-1.32%,-1.38%,-1.91%,4.87%,-0.40%,2.04%
364,Wendys,2018-02-06,piercing,15.72999954,16.02000046,15.98999977,15.77999973,16.13999939,15.72000027,15.86999989,15.93999958,16.75,16.48999977,16.44000053,16.30999947,16.80999947,17.12000084,17.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.84%,1.65%,0.32%,2.61%,-0.06%,0.89%,1.34%,6.48%,4.83%,4.51%,3.69%,6.87%,8.84%,11.25%
365,Pizza Hut,2016-05-16,piercing,58.41121674,58.8928833,58.09489441,57.67792892,58.21710968,57.64198303,59.27390289,59.64054489,59.97124481,59.68368149,59.38174057,60.56793594,59.56146622,60.78360748,58.37527084,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0.83%,-0.54%,-1.26%,-0.33%,-1.32%,1.48%,2.11%,2.67%,2.18%,1.66%,3.69%,1.97%,4.06%,-0.06%
366,Pizza Hut,2018-07-25,piercing,78.66999817,80.61000061,79.55999756,78.95999908,79.93000031,79.62999725,81.13999939,82.09999847,82.81999969,81.98999786,82.16000366,83.29000092,84.43000031,86.62999725,88.15000153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.47%,1.13%,0.37%,1.60%,1.22%,3.14%,4.36%,5.28%,4.22%,4.44%,5.87%,7.32%,10.12%,12.05%
367,Pizza Hut,2019-09-23,piercing,113.5899963,114.5100021,112.2699966,113.8199997,113.4499969,113.8099976,113.4199982,112.6999969,114.1200027,114.9499969,114.5899963,114.75,113.2099991,110.7099991,100.4199982,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0.81%,-1.16%,0.20%,-0.12%,0.19%,-0.15%,-0.78%,0.47%,1.20%,0.88%,1.02%,-0.34%,-2.54%,-11.59%
368,NRG Energy Inc,2015-09-10,piercing,18.35000038,18.45000076,18.51000023,19.23999977,19.13999939,19.53000069,19.26000023,18.37000084,16.45000076,15.98999977,15.65999985,15.03999996,15.60999966,15.43000031,15.05000019,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.55%,0.87%,4.85%,4.31%,6.43%,4.96%,0.11%,-10.35%,-12.86%,-14.66%,-18.04%,-14.93%,-15.91%,-17.98%
369,NRG Energy Inc,2019-05-31,piercing,34.04000092,34.54999924,34.93999863,35.20999908,35.45000076,35.54999924,34.90000153,34.77999878,35.11000061,34.93999863,34.88000107,35.38999939,35.13000107,36.27000046,36.24000168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.50%,2.64%,3.44%,4.14%,4.44%,2.53%,2.17%,3.14%,2.64%,2.47%,3.97%,3.20%,6.55%,6.46%
